1,197,2.5000
1,198,2.7500
1,199,2.7500
1,200,2.6250
1,201,2.5000
1,202,2.6875
1,203,2.3750
1,204,2.6875
1,205,2.5000
1,206,2.6875
1,207,2.2500
1,208,2.4375
1,209,2.6250
1,210,2.3125
1,211,2.5000
1,212,2.6875
1,213,2.8750
1,214,2.9375
1,215,2.5000
1,216,2.2500
1,217,2.7500
1,218,2.6875
1,219,2.6250
1,220,2.6250
1,221,2.4375
1,222,2.6875
1,223,2.7500
1,224,2.3750
1,225,2.4375
1,226,2.5000
1,227,2.8750
1,228,2.6875
1,229,2.7500
1,230,2.6250
1,231,2.7500
1,232,2.3125
1,233,2.7500
1,234,2.6875
1,235,3.1875
1,236,2.0000
1,237,2.3750
1,238,2.5625
1,239,2.3750
1,240,2.8125
1,241,2.6250
1,242,2.5000
1,243,2.4375
1,244,2.4375
1,245,2.7500
1,246,2.3750
1,247,2.8125
1,248,2.7500
1,249,2.8125
1,250,2.1250
1,251,2.8750
1,252,2.6250
1,253,2.5000
1,254,2.8125
1,255,2.6250
1,256,2.2500
1,257,2.5000
1,258,2.3125
1,259,2.8125
1,260,2.5625
1,261,2.7500
1,262,2.2500
1,263,2.8750
1,264,2.3750
1,265,2.4375
1,266,2.7500
1,267,2.9375
1,268,2.8750
1,269,2.7500
1,270,2.3750
1,271,2.8125
1,272,3.1250
1,273,2.7500
1,274,2.5625
1,275,2.8125
1,276,2.7500
1,277,2.7500
1,278,2.4375
1,279,2.6250
1,280,2.5000
1,281,2.5625
1,282,2.3125
1,283,2.7500
1,284,2.8750
1,285,2.6875
1,286,3.0000
1,287,2.5625
1,288,2.8750
1,289,2.7500
1,290,2.8750
1,291,3.0000
1,292,2.2500
1,293,2.4375
1,294,2.9375
1,295,2.4375
1,296,2.5625
1,297,2.6875
1,298,2.5625
1,299,2.2500
1,300,2.4375
1,301,2.5625
1,302,2.5625
1,303,2.7500
1,304,2.5625
1,305,2.3750
1,306,3.0625
1,307,2.6875
1,308,3.1250
1,309,2.6875
1,310,2.1250
1,311,2.7500
1,312,2.3125
1,313,2.5000
1,314,2.4375
1,315,2.5625
1,316,2.7500
1,317,3.0000
1,318,2.5000
1,319,2.5625
1,320,2.6250
1,321,2.3125
1,322,2.6875
1,323,2.4375
1,324,2.6250
1,325,2.3750
1,326,2.8750
1,327,2.6250
1,328,2.6250
1,329,2.5000
1,330,2.4375
1,331,3.0625
1,332,2.6875
1,333,2.6875
1,334,2.9375
1,335,2.5625
1,336,2.3125
1,337,2.7500
1,338,2.5625
1,339,2.6875
1,340,3.0000
